StoreNumber,minuteClinicID,opticalClinicID,storeType,covaxInd,bannerBrandInd,bannerBrandDesc,minuteClinicName,pharmacyNCPDPProviderIdentifier,addressLine,addressCityDescriptionText,addressState,addressZipCode,addressCountry,geographicLatitudePoint,geographicLongitudePoint,indicatorStoreTwentyFourHoursOpen,indicatorPrescriptionService,indicatorPhotoCenterService,indicatorMinuteClinicService,indicatorOpticalService,instorePickupService,indicatorDriveThruService,indicatorPharmacyTwentyFourHoursOpen,rxConvertedFlag,indicatorCircularConverted,indicatorH1N1FluShot,indicatorRxFluFlag,indicatorWicService,snapIndicator,indicatorVaccineServiceSupport,indicatorPneumoniaShotService,indicatorWeeklyAd,indicatorCVSStore,indicatorStorePickup,storeLocationTimeZone,storePhonenumber,pharmacyPhonenumber,adVersionCdCurrent,distance,locationID,waittime,hmpilstatus,sameDayStatus,addedWTLunchDuration,ageThreshold,gracePeriod,alertMessage,waitTimeEnabled,scheduleEnabled,hmpilEnabled,waitTimeOpenBuffer,waitTimeCloseBuffer,checkInReminder,sameDayEnabled,reasonforvisits,storeHours_Mon,storeHours_Tue,storeHours_Wed,storeHours_Thu,storeHours_Fri,storeHours_Sat,storeHours_Sun,minuteClinicHours_Mon,minuteClinicHours_Tue,minuteClinicHours_Wed,minuteClinicHours_Thu,minuteClinicHours_Fri,minuteClinicHours_Sat,minuteClinicHours_Sun,pharmacyHours_Mon,pharmacyHours_Tue,pharmacyHours_Wed,pharmacyHours_Thu,pharmacyHours_Fri,pharmacyHours_Sat,pharmacyHours_Sun,minuteClinicNpBreakHours_Mon,minuteClinicNpBreakHours_Tue,minuteClinicNpBreakHours_Wed,minuteClinicNpBreakHours_Thu,minuteClinicNpBreakHours_Fri,minuteClinicNpBreakHours_Sat,minuteClinicNpBreakHours_Sun
17249,2234,0,1,Y,5,TARGET,Inside Target,3431676,6150 BAYFIELD PKWY,CONCORD,NC,28027,US,35.416900,-80.679200,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,EST,7042626081,7042626081,,23.72,3348,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Pneumonia Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Moderna COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",,,,,,,,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,1:30 PM - 2:00 PM,1:30 PM - 2:00 PM,1:30 PM - 2:00 PM,1:30 PM - 2:00 PM,1:30 PM - 2:00 PM,1:30 PM - 2:00 PM,1:30 PM - 2:00 PM
2749,497,0,0,Y,1,CVS,Inside CVS Pharmacy,3437983,5225 POPLAR TENT RD,CONCORD,NC,28027,US,35.412400,-80.665100,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,7047821727,7047821727,I,24.04,1408,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
3563,1730,0,0,Y,1,CVS,Inside CVS Pharmacy,3401370,1504 2ND ST NE,HICKORY,NC,28601,US,35.753100,-81.336000,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,8283223037,8283223037,I,37.32,1427,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
7321,866,0,0,Y,1,CVS,Inside CVS Pharmacy,3420712,11314 US 15 501 HWY N,CHAPEL HILL,NC,27517,US,35.845700,-79.090100,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,9199295664,9199295664,V,25.73,1479,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
17050,2213,0,1,Y,5,TARGET,Inside Target,3442198,1201 BEAVER CREEK COMMONS DR,APEX,NC,27502,US,35.744400,-78.877600,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,EST,9193721406,9193721406,,29.89,3340,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Pneumonia Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",,,,,,,,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM
2306,66,0,0,Y,1,CVS,Inside CVS Pharmacy,3438163,2797 NC HIGHWAY 55,CARY,NC,27519,US,35.786800,-78.871700,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,9193620381,9193620381,V,31.18,1476,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Pneumonia Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | Antigen B2B | COVID-19 Treatment | Wound Care | Medication Refill | Pfizer Bivalent (ages 18 mos to 4 yrs) | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,09:00 AM - 09:00 PM,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,Closed,Closed,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM
7548,1837,0,0,Y,1,CVS,Inside CVS Pharmacy,3424114,605 N MAIN ST,FUQUAY-VARINA,NC,27526,US,35.591900,-78.793600,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,9195528299,9195528299,V,33.32,1464,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Moderna COVID-19 Vaccine,Primary Series (ages 12 and older) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Moderna COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM,1:00 PM - 2:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
6633,1784,0,0,Y,1,CVS,Inside CVS Pharmacy,3459408,7496 ROCKFISH RD,FAYETTEVILLE,NC,28306,US,34.982100,-79.015600,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,9104242905,9104242905,V,49.31,1367,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
7564,355,0,0,Y,1,CVS,Inside CVS Pharmacy,3423895,625 E ROOSEVELT BLVD,MONROE,NC,28112,US,34.975800,-80.519300,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,7042898513,7042898513,I,47.48,1392,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath",07:00 AM - 12:00 AM,07:00 AM - 12:00 AM,07:00 AM - 12:00 AM,07:00 AM - 12:00 AM,07:00 AM - 12:00 AM,07:00 AM - 12:00 AM,07:00 AM - 12:00 AM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 12:00 AM,08:00 AM - 12:00 AM,08:00 AM - 12:00 AM,08:00 AM - 12:00 AM,08:00 AM - 12:00 AM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
4169,1839,0,0,Y,1,CVS,Inside CVS Pharmacy,3402966,522 OWEN DR,FAYETTEVILLE,NC,28304,US,35.034300,-78.932600,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,9104847183,9104847183,V,49.83,1368,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,12:30 PM - 1:30 PM,12:30 PM - 1:30 PM,12:30 PM - 1:30 PM,12:30 PM - 1:30 PM,12:30 PM - 1:30 PM,12:30 PM - 1:00 PM,12:30 PM - 1:00 PM
7039,71,0,0,Y,1,CVS,Inside CVS Pharmacy,3427982,2994 KILDAIRE FARM RD,CARY,NC,27518,US,35.717200,-78.788400,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,9193871075,9193871075,V,27.55,1460,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Moderna COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,09:00 AM - 09:00 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
7054,1893,0,0,Y,1,CVS,Inside CVS Pharmacy,3428299,"4300 HWY 49 S, P.O. BOX 10",HARRISBURG,NC,28075,US,35.322700,-80.648900,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,7044556420,7044556420,I,37.45,2732,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Moderna COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Moderna COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
5463,359,0,0,Y,1,CVS,Inside CVS Pharmacy,3403348,9805 ROCKY RIVER RD,CHARLOTTE,NC,28215,US,35.284100,-80.670900,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,7044943466,7044943466,I,38.33,1407,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,9:00 AM - 5:30 PM,9:00 AM - 4:30 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:30 PM - 2:30 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
